profit_target,stop_loss,max_holding_days,total_return,total_return_pct,final_value,max_drawdown,sharpe_ratio,win_rate,total_trades,avg_return_per_trade,avg_holding_days,profit_factor,risk_adjusted_return
0.01,0.005,1,-800786.4099999976,-0.8007864099999976,199213.59000000247,-0.8333344441856245,-0.5938468566354376,0.5016969160395455,6777,90.90945049431892,1.5347498893315625,1.08497985281621,-0.9495478520070244
0.015,0.005,1,-800786.4099999976,-0.8007864099999976,199213.59000000247,-0.8333344441856245,-0.5938468566354376,0.5016969160395455,6777,90.90945049431892,1.5347498893315625,1.08497985281621,-0.9495478520070244
0.015,0.01,1,-800786.4099999976,-0.8007864099999976,199213.59000000247,-0.8333344441856245,-0.5938468566354376,0.5016969160395455,6777,90.90945049431892,1.5347498893315625,1.08497985281621,-0.9495478520070244
0.019999999999999997,0.005,1,-800786.4099999976,-0.8007864099999976,199213.59000000247,-0.8333344441856245,-0.5938468566354376,0.5016969160395455,6777,90.90945049431892,1.5347498893315625,1.08497985281621,-0.9495478520070244
0.019999999999999997,0.01,1,-800786.4099999976,-0.8007864099999976,199213.59000000247,-0.8333344441856245,-0.5938468566354376,0.5016969160395455,6777,90.90945049431892,1.5347498893315625,1.08497985281621,-0.9495478520070244
0.019999999999999997,0.015,1,-800786.4099999976,-0.8007864099999976,199213.59000000247,-0.8333344441856245,-0.5938468566354376,0.5016969160395455,6777,90.90945049431892,1.5347498893315625,1.08497985281621,-0.9495478520070244
0.024999999999999998,0.005,1,-800786.4099999976,-0.8007864099999976,199213.59000000247,-0.8333344441856245,-0.5938468566354376,0.5016969160395455,6777,90.90945049431892,1.5347498893315625,1.08497985281621,-0.9495478520070244
0.024999999999999998,0.01,1,-800786.4099999976,-0.8007864099999976,199213.59000000247,-0.8333344441856245,-0.5938468566354376,0.5016969160395455,6777,90.90945049431892,1.5347498893315625,1.08497985281621,-0.9495478520070244
0.024999999999999998,0.015,1,-800786.4099999976,-0.8007864099999976,199213.59000000247,-0.8333344441856245,-0.5938468566354376,0.5016969160395455,6777,90.90945049431892,1.5347498893315625,1.08497985281621,-0.9495478520070244
0.024999999999999998,0.02,1,-800786.4099999976,-0.8007864099999976,199213.59000000247,-0.8333344441856245,-0.5938468566354376,0.5016969160395455,6777,90.90945049431892,1.5347498893315625,1.08497985281621,-0.9495478520070244
0.03,0.005,1,-800786.4099999976,-0.8007864099999976,199213.59000000247,-0.8333344441856245,-0.5938468566354376,0.5016969160395455,6777,90.90945049431892,1.5347498893315625,1.08497985281621,-0.9495478520070244
0.03,0.01,1,-800786.4099999976,-0.8007864099999976,199213.59000000247,-0.8333344441856245,-0.5938468566354376,0.5016969160395455,6777,90.90945049431892,1.5347498893315625,1.08497985281621,-0.9495478520070244
0.03,0.015,1,-800786.4099999976,-0.8007864099999976,199213.59000000247,-0.8333344441856245,-0.5938468566354376,0.5016969160395455,6777,90.90945049431892,1.5347498893315625,1.08497985281621,-0.9495478520070244
0.03,0.02,1,-800786.4099999976,-0.8007864099999976,199213.59000000247,-0.8333344441856245,-0.5938468566354376,0.5016969160395455,6777,90.90945049431892,1.5347498893315625,1.08497985281621,-0.9495478520070244
