profit_target,stop_loss,max_holding_days,total_return,total_return_pct,final_value,max_drawdown,sharpe_ratio,win_rate,total_trades,avg_return_per_trade,avg_holding_days,profit_factor,risk_adjusted_return
0.01,0.005,1,4508971935.455465,4508.971935455465,4509971935.455465,-0.06097654035637952,9.785347326340844,0.686920448999512,4098,1366804.1472891555,1.3997071742313323,2.6515862116411935,63527.63762245267
0.01,0.005,2,944701473.8515036,944.7014738515036,945701473.8515036,-0.05653824717294643,7.758493812303173,0.6589354742789176,3363,345602.7067090509,1.7056199821587867,2.4003319256819693,14197.871359551033
0.01,0.005,3,798263626.0450453,798.2636260450453,799263626.0450453,-0.056533402071868494,7.555730395816136,0.6594292803970223,3224,301740.0736616855,1.7791563275434243,2.4334509221309224,11997.937895656854
0.01,0.005,4,557535336.9637563,557.5353369637563,558535336.9637563,-0.05765360857814082,7.184505033235628,0.6543330087633885,3081,222243.90012131116,1.8617332035053553,2.273778171101482,8241.028803656433
0.01,0.005,5,441220587.2707671,441.2205872707671,442220587.2707671,-0.05939035506810737,6.911271217689792,0.6534883720930232,3010,179814.11677533874,1.9056478405315616,2.248504171983251,6358.52903242395
0.01,0.005,6,432631404.140733,432.631404140733,433631404.140733,-0.07760537918430689,6.850648327756578,0.6517946997651795,2981,177807.4651308897,1.9241865145924186,2.2296446195193154,4938.411409995153
0.01,0.005,7,453184537.24538374,453.18453724538375,454184537.24538374,-0.07763023693918025,6.916906223167302,0.6529649595687331,2968,185289.3090744941,1.9326145552560647,2.3130362568064626,5171.554398054594
0.01,0.005,8,437493450.7871227,437.49345078712275,438493450.7871227,-0.07762235118134153,6.873199664548073,0.6526280323450134,2968,179546.67809422675,1.9326145552560647,2.2745891423936837,4992.943522842645
0.01,0.005,9,437381621.4259225,437.3816214259225,438381621.4259225,-0.07762235118134153,6.8736242841607575,0.6525109538254129,2967,179533.26355750833,1.9332659251769464,2.2741159428848166,4991.667257601042
0.01,0.005,10,437381621.4259225,437.3816214259225,438381621.4259225,-0.07762235118134153,6.8736242841607575,0.6525109538254129,2967,179533.26355750833,1.9332659251769464,2.2741159428848166,4991.667257601042
0.01,0.005,11,437381621.4259225,437.3816214259225,438381621.4259225,-0.07762235118134153,6.8736242841607575,0.6525109538254129,2967,179533.26355750833,1.9332659251769464,2.2741159428848166,4991.667257601042
0.01,0.005,12,437381621.4259225,437.3816214259225,438381621.4259225,-0.07762235118134153,6.8736242841607575,0.6525109538254129,2967,179533.26355750833,1.9332659251769464,2.2741159428848166,4991.667257601042
0.01,0.005,13,437381621.4259225,437.3816214259225,438381621.4259225,-0.07762235118134153,6.8736242841607575,0.6525109538254129,2967,179533.26355750833,1.9332659251769464,2.2741159428848166,4991.667257601042
0.01,0.005,14,437381621.4259225,437.3816214259225,438381621.4259225,-0.07762235118134153,6.8736242841607575,0.6525109538254129,2967,179533.26355750833,1.9332659251769464,2.2741159428848166,4991.667257601042
0.01,0.005,15,437381621.4259225,437.3816214259225,438381621.4259225,-0.07762235118134153,6.8736242841607575,0.6525109538254129,2967,179533.26355750833,1.9332659251769464,2.2741159428848166,4991.667257601042
0.01,0.005,16,437381621.4259225,437.3816214259225,438381621.4259225,-0.07762235118134153,6.8736242841607575,0.6525109538254129,2967,179533.26355750833,1.9332659251769464,2.2741159428848166,4991.667257601042
0.01,0.005,17,437381621.4259225,437.3816214259225,438381621.4259225,-0.07762235118134153,6.8736242841607575,0.6525109538254129,2967,179533.26355750833,1.9332659251769464,2.2741159428848166,4991.667257601042
0.01,0.005,18,437381621.4259225,437.3816214259225,438381621.4259225,-0.07762235118134153,6.8736242841607575,0.6525109538254129,2967,179533.26355750833,1.9332659251769464,2.2741159428848166,4991.667257601042
0.01,0.005,19,437381621.4259225,437.3816214259225,438381621.4259225,-0.07762235118134153,6.8736242841607575,0.6525109538254129,2967,179533.26355750833,1.9332659251769464,2.2741159428848166,4991.667257601042
0.01,0.005,20,437381621.4259225,437.3816214259225,438381621.4259225,-0.07762235118134153,6.8736242841607575,0.6525109538254129,2967,179533.26355750833,1.9332659251769464,2.2741159428848166,4991.667257601042
0.015,0.005,1,4508971935.455465,4508.971935455465,4509971935.455465,-0.06097654035637952,9.785347326340844,0.686920448999512,4098,1366804.1472891555,1.3997071742313323,2.6515862116411935,63527.63762245267
0.015,0.005,2,560376813.2731149,560.376813273115,561376813.2731149,-0.06510894839674881,6.935741384972439,0.6317143776133806,3109,222439.70355411072,1.8449662270826632,2.2994587851128925,7460.852870859415
0.015,0.005,3,364610121.7459461,364.6101217459461,365610121.7459461,-0.09835115203154764,6.373659296970124,0.6205588133839255,2899,153434.761255301,1.9786133149361849,2.3209122189760185,3365.078403963678
0.015,0.005,4,302724507.1128217,302.7245071128217,303724507.1128217,-0.08091330153541378,6.2367573867007895,0.6126786368633199,2729,135956.09194841367,2.1018688164162698,2.178259064595873,3329.815351551174
0.015,0.005,5,219543778.69107166,219.54377869107165,220543778.69107166,-0.10667361969059375,5.847849628029323,0.6059451219512195,2624,101976.81051104756,2.1859756097560976,2.1756038770588235,1881.6916735186483
0.015,0.005,6,217212152.22302273,217.21215222302274,218212152.22302273,-0.11120318741211836,5.8689299687384615,0.6050387596899225,2580,102559.68572450828,2.2232558139534886,2.1515313533988256,1792.1323428933606
0.015,0.005,7,216727885.2190577,216.7278852190577,217727885.2190577,-0.11121449807569192,5.8537631470540346,0.6018771998435667,2557,102422.81745571621,2.243253813062182,2.2032009822869205,1787.9699925311147
0.015,0.005,8,205026042.84584323,205.02604284584322,206026042.84584323,-0.11124290222496137,5.785482215254848,0.6019646365422396,2545,97723.54815082795,2.253831041257367,2.164975046623931,1691.0354262670617
0.015,0.005,9,201523892.37706104,201.52389237706103,202523892.37706104,-0.11127260498624837,5.763299679149836,0.601651592607157,2543,95988.45802706723,2.255603617774282,2.174040321590459,1661.7429171238855
0.015,0.005,10,201523892.37706104,201.52389237706103,202523892.37706104,-0.11127260498624837,5.763299679149836,0.601651592607157,2543,95988.45802706723,2.255603617774282,2.174040321590459,1661.7429171238855
0.015,0.005,11,197946731.2375281,197.9467312375281,198946731.2375281,-0.1112556725045311,5.746309614629681,0.6007874015748031,2540,94409.13189885722,2.2582677165354332,2.1724174367463376,1632.4739878056525
0.015,0.005,12,200317620.30189607,200.31762030189606,201317620.30189607,-0.11121391518672193,5.758642148270088,0.6010240252067743,2539,95555.63344554135,2.259157148483655,2.1742049245775523,1652.595908591189
0.015,0.005,13,200317620.30189607,200.31762030189606,201317620.30189607,-0.11121391518672193,5.758642148270088,0.6010240252067743,2539,95555.63344554135,2.259157148483655,2.1742049245775523,1652.595908591189
0.015,0.005,14,200317620.30189607,200.31762030189606,201317620.30189607,-0.11121391518672193,5.758642148270088,0.6010240252067743,2539,95555.63344554135,2.259157148483655,2.1742049245775523,1652.595908591189
0.015,0.005,15,200317620.30189607,200.31762030189606,201317620.30189607,-0.11121391518672193,5.758642148270088,0.6010240252067743,2539,95555.63344554135,2.259157148483655,2.1742049245775523,1652.595908591189
0.015,0.005,16,200317620.30189607,200.31762030189606,201317620.30189607,-0.11121391518672193,5.758642148270088,0.6010240252067743,2539,95555.63344554135,2.259157148483655,2.1742049245775523,1652.595908591189
0.015,0.005,17,200317620.30189607,200.31762030189606,201317620.30189607,-0.11121391518672193,5.758642148270088,0.6010240252067743,2539,95555.63344554135,2.259157148483655,2.1742049245775523,1652.595908591189
0.015,0.005,18,200317620.30189607,200.31762030189606,201317620.30189607,-0.11121391518672193,5.758642148270088,0.6010240252067743,2539,95555.63344554135,2.259157148483655,2.1742049245775523,1652.595908591189
0.015,0.005,19,200317620.30189607,200.31762030189606,201317620.30189607,-0.11121391518672193,5.758642148270088,0.6010240252067743,2539,95555.63344554135,2.259157148483655,2.1742049245775523,1652.595908591189
0.015,0.005,20,200317620.30189607,200.31762030189606,201317620.30189607,-0.11121391518672193,5.758642148270088,0.6010240252067743,2539,95555.63344554135,2.259157148483655,2.1742049245775523,1652.595908591189
0.015,0.01,1,4508971935.455465,4508.971935455465,4509971935.455465,-0.06097654035637952,9.785347326340844,0.686920448999512,4098,1366804.1472891555,1.3997071742313323,2.6515862116411935,63527.63762245267
0.015,0.01,2,416062680.2202553,416.0626802202553,417062680.2202553,-0.07164890072769849,6.61312175576503,0.6448816272090697,2999,173797.1924789082,1.9126375458486162,2.125522283369764,5095.753604911801
0.015,0.01,3,269294031.9504187,269.2940319504187,270294031.9504187,-0.10861499281361423,6.043932978309146,0.6452320058458166,2737,121437.34666300504,2.0949945195469493,2.1772793734132416,2270.3203495832445
0.015,0.01,4,210049275.17084453,210.04927517084454,211049275.17084453,-0.10163391376183964,5.740165184857508,0.6396396396396397,2553,101887.2627731517,2.245985115550333,2.0368681583679487,1881.5901735646817
0.015,0.01,5,169565966.69919765,169.56596669919765,170565966.69919765,-0.09699971585702724,5.509184539264313,0.6406765676567657,2424,85559.84087188747,2.365924092409241,2.035645812313394,1584.732869064543
0.015,0.01,6,129176138.17343909,129.17613817343909,130176138.17343909,-0.09680936038902425,5.234692273684289,0.6347862886161659,2363,67267.04866019783,2.4274227676682183,1.977942303594348,1209.4084048715383
0.015,0.01,7,125676735.5730696,125.6767355730696,126676735.5730696,-0.10778771482623932,5.172057433993928,0.6365591397849463,2325,66043.31252268651,2.4670967741935486,1.9969925201355914,1066.9766007301203
0.015,0.01,8,121306676.37049632,121.30667637049632,122306676.37049632,-0.10332715567270252,5.089255146422696,0.6353806228373703,2312,64560.32811571668,2.480968858131488,1.9473197581826733,1070.4113736061572
0.015,0.01,9,128735965.30230045,128.73596530230046,129735965.30230045,-0.08656852060580789,5.193340902717614,0.6369150779896013,2308,68459.94643984626,2.48526863084922,1.9633222620342878,1333.1048720089634
0.015,0.01,10,127790029.14378653,127.79002914378654,128790029.14378653,-0.08602775080689952,5.188505683950406,0.6367576939748592,2307,68071.34606491287,2.4863459037711313,1.9544576900507296,1330.7614524967603
0.015,0.01,11,128853394.07089657,128.85339407089657,129853394.07089657,-0.08620934703402189,5.195660249566928,0.6358506944444444,2304,68660.60570987094,2.4895833333333335,1.9586100486874523,1339.3022408241789
0.015,0.01,12,123241428.30788493,123.24142830788493,124241428.30788493,-0.08620934703402189,5.147214747558648,0.6355343179843614,2302,65849.05210164617,2.491746307558645,1.9472501225832375,1280.9714659460674
0.015,0.01,13,121959538.56481692,121.95953856481692,122959538.56481692,-0.08620934703402189,5.138468697789297,0.6347826086956522,2300,65228.95951199507,2.493913043478261,1.9464190085357342,1267.6475033313466
0.015,0.01,14,124790179.56087923,124.79017956087922,125790179.56087923,-0.08620934703402189,5.163380336155902,0.6353759235115167,2301,66696.89401537056,2.4928292046936114,1.9482731342496338,1297.0691872251298
0.015,0.01,15,121446650.2365607,121.4466502365607,122446650.2365607,-0.08620934703402189,5.139660289818849,0.6353350739773717,2298,65023.851091727396,2.496083550913838,1.9450144673211922,1262.316541797278
0.015,0.01,16,121446650.2365607,121.4466502365607,122446650.2365607,-0.08620934703402189,5.139660289818849,0.6353350739773717,2298,65023.851091727396,2.496083550913838,1.9450144673211922,1262.316541797278
0.015,0.01,17,121446650.2365607,121.4466502365607,122446650.2365607,-0.08620934703402189,5.139660289818849,0.6353350739773717,2298,65023.851091727396,2.496083550913838,1.9450144673211922,1262.316541797278
0.015,0.01,18,121446650.2365607,121.4466502365607,122446650.2365607,-0.08620934703402189,5.139660289818849,0.6353350739773717,2298,65023.851091727396,2.496083550913838,1.9450144673211922,1262.316541797278
0.015,0.01,19,121446650.2365607,121.4466502365607,122446650.2365607,-0.08620934703402189,5.139660289818849,0.6353350739773717,2298,65023.851091727396,2.496083550913838,1.9450144673211922,1262.316541797278
0.015,0.01,20,121446650.2365607,121.4466502365607,122446650.2365607,-0.08620934703402189,5.139660289818849,0.6353350739773717,2298,65023.851091727396,2.496083550913838,1.9450144673211922,1262.316541797278
0.019999999999999997,0.005,1,4508971935.455465,4508.971935455465,4509971935.455465,-0.06097654035637952,9.785347326340844,0.686920448999512,4098,1366804.1472891555,1.3997071742313323,2.6515862116411935,63527.63762245267
0.019999999999999997,0.005,2,298380933.3965878,298.3809333965878,299380933.3965878,-0.06518978266570982,6.099128108928501,0.604230638007506,2931,127521.33576676535,1.9570112589559878,2.1494013344120835,3968.3707389230685
0.019999999999999997,0.005,3,246533141.03307262,246.5331410330726,247533141.03307262,-0.09376833838027579,5.824865937816955,0.5933032355154252,2658,114399.70317798205,2.1580135440180586,2.1745229332362563,2375.8031099005575
0.019999999999999997,0.005,4,201233003.259611,201.23300325961102,202233003.259611,-0.0947198385330434,5.763714245400519,0.5772357723577236,2460,101444.37546252184,2.3317073170731706,2.03640913205021,1921.6321002644954
