initial_capital,final_equity,total_return,cagr,sharpe_ratio,max_drawdown,num_trades,win_rate,avg_trade_return,median_trade_return,avg_holding_days,scenario_id,position_size,max_positions,profit_target,stop_loss,slippage,transaction_cost,entry_delay_days
1000000.0,1142549.5392156956,0.1425495392156957,0.013852577232735364,0.7697935658073068,-0.0028851804497649347,11,1.0,0.08891054472763636,0.08891054472763638,3.4545454545454546,pt0p09_sl0p04_slip0p0005_tc0p0005_delay0_ps150000_mp3,150000.0,3,0.09,0.04,0.0005,0.0005,0
1000000.0,1140670.3818213902,0.14067038182139013,0.013680304645229624,0.7674282998557487,-0.002889919803008789,11,1.0,0.08891054472763636,0.08891054472763638,3.4545454545454546,pt0p09_sl0p04_slip0p0005_tc0p001_delay0_ps150000_mp3,150000.0,3,0.09,0.04,0.0005,0.001,0
1000000.0,1138791.2244270854,0.13879122442708547,0.0135077773639809,0.764992225341429,-0.002894674752106474,11,1.0,0.08673489765351984,0.08673489765351984,3.4545454545454546,pt0p09_sl0p04_slip0p0015_tc0p0005_delay0_ps150000_mp3,150000.0,3,0.09,0.04,0.0015,0.0005,0
1000000.0,1136911.9190241701,0.1369119190241701,0.013334980972206534,0.7624818701310497,-0.0028994457505363558,11,1.0,0.08673489765351984,0.08673489765351984,3.4545454545454546,pt0p09_sl0p04_slip0p0015_tc0p001_delay0_ps150000_mp3,150000.0,3,0.09,0.04,0.0015,0.001,0
1000000.0,1114643.3094628605,0.1146433094628605,0.011267711562038984,0.6153768566460038,-0.006304630007578749,12,1.0,0.06893053473263387,0.06893053473263391,2.9166666666666665,pt0p07_sl0p04_slip0p0005_tc0p0005_delay0_ps150000_mp3,150000.0,3,0.07,0.04,0.0005,0.0005,0
1000000.0,1114643.3094628605,0.1146433094628605,0.011267711562038984,0.6153768566460038,-0.006304630007578749,12,1.0,0.06893053473263387,0.06893053473263391,2.9166666666666665,pt0p07_sl0p05_slip0p0005_tc0p0005_delay0_ps150000_mp3,150000.0,3,0.07,0.05,0.0005,0.0005,0
1000000.0,1112621.7036457206,0.11262170364572066,0.011078209951005391,0.6116362742496583,-0.006316013010498889,12,1.0,0.06893053473263387,0.06893053473263391,2.9166666666666665,pt0p07_sl0p05_slip0p0005_tc0p001_delay0_ps150000_mp3,150000.0,3,0.07,0.05,0.0005,0.001,0
1000000.0,1112621.7036457206,0.11262170364572066,0.011078209951005391,0.6116362742496583,-0.006316013010498889,12,1.0,0.06893053473263387,0.06893053473263391,2.9166666666666665,pt0p07_sl0p04_slip0p0005_tc0p001_delay0_ps150000_mp3,150000.0,3,0.07,0.04,0.0005,0.001,0
1000000.0,1110600.0978285803,0.11060009782858038,0.010888399314660013,0.6077879396083179,-0.006327437191766316,12,1.0,0.06679480778831767,0.06679480778831763,2.9166666666666665,pt0p07_sl0p04_slip0p0015_tc0p0005_delay0_ps150000_mp3,150000.0,3,0.07,0.04,0.0015,0.0005,0
1000000.0,1110600.0978285803,0.11060009782858038,0.010888399314660013,0.6077879396083179,-0.006327437191766316,12,1.0,0.06679480778831767,0.06679480778831763,2.9166666666666665,pt0p07_sl0p05_slip0p0015_tc0p0005_delay0_ps150000_mp3,150000.0,3,0.07,0.05,0.0015,0.0005,0
1000000.0,1108578.32981716,0.10857832981716009,0.01069826331924073,0.6038270250193556,-0.006338903696787357,12,1.0,0.06679480778831767,0.06679480778831763,2.9166666666666665,pt0p07_sl0p05_slip0p0015_tc0p001_delay0_ps150000_mp3,150000.0,3,0.07,0.05,0.0015,0.001,0
1000000.0,1108578.32981716,0.10857832981716009,0.01069826331924073,0.6038270250193556,-0.006338903696787357,12,1.0,0.06679480778831767,0.06679480778831763,2.9166666666666665,pt0p07_sl0p04_slip0p0015_tc0p001_delay0_ps150000_mp3,150000.0,3,0.07,0.04,0.0015,0.001,0
1000000.0,1086838.9900170001,0.08683899001700013,0.008633910926198363,0.4640503404568469,-0.017438079348036206,13,1.0,0.04895052473763129,0.0489505247376313,2.6153846153846154,pt0p05_sl0p04_slip0p0005_tc0p0005_delay0_ps150000_mp3,150000.0,3,0.05,0.04,0.0005,0.0005,0
1000000.0,1086838.9900170001,0.08683899001700013,0.008633910926198363,0.4640503404568469,-0.017438079348036206,13,1.0,0.04895052473763129,0.0489505247376313,2.6153846153846154,pt0p05_sl0p05_slip0p0005_tc0p0005_delay0_ps150000_mp3,150000.0,3,0.05,0.05,0.0005,0.0005,0
1000000.0,1084686.9410340004,0.08468694103400032,0.008427544442261015,0.45821214014587985,-0.017736770059831986,13,1.0,0.04895052473763129,0.0489505247376313,2.6153846153846154,pt0p05_sl0p05_slip0p0005_tc0p001_delay0_ps150000_mp3,150000.0,3,0.05,0.05,0.0005,0.001,0
1000000.0,1084686.9410340004,0.08468694103400032,0.008427544442261015,0.45821214014587985,-0.017736770059831986,13,1.0,0.04895052473763129,0.0489505247376313,2.6153846153846154,pt0p05_sl0p04_slip0p0005_tc0p001_delay0_ps150000_mp3,150000.0,3,0.05,0.04,0.0005,0.001,0
1000000.0,1082534.8920510001,0.08253489205100006,0.008220810463092976,0.4521975297468661,-0.018036465721372963,13,1.0,0.046854717923115394,0.04685471792311542,2.6153846153846154,pt0p05_sl0p04_slip0p0015_tc0p0005_delay0_ps150000_mp3,150000.0,3,0.05,0.04,0.0015,0.0005,0
1000000.0,1082534.8920510001,0.08253489205100006,0.008220810463092976,0.4521975297468661,-0.018036465721372963,13,1.0,0.046854717923115394,0.04685471792311542,2.6153846153846154,pt0p05_sl0p05_slip0p0015_tc0p0005_delay0_ps150000_mp3,150000.0,3,0.05,0.05,0.0015,0.0005,0
1000000.0,1080382.6671019997,0.08038266710199982,0.008013690652494354,0.44599938038103826,-0.018337173329001977,13,1.0,0.046854717923115394,0.04685471792311542,2.6153846153846154,pt0p05_sl0p04_slip0p0015_tc0p001_delay0_ps150000_mp3,150000.0,3,0.05,0.04,0.0015,0.001,0
1000000.0,1080382.6671019997,0.08038266710199982,0.008013690652494354,0.44599938038103826,-0.018337173329001977,13,1.0,0.046854717923115394,0.04685471792311542,2.6153846153846154,pt0p05_sl0p05_slip0p0015_tc0p001_delay0_ps150000_mp3,150000.0,3,0.05,0.05,0.0015,0.001,0
1000000.0,1061591.3251121002,0.061591325112100304,0.006189414214515132,0.40565218970279887,-0.014226483178121696,10,0.7,0.0396027343471123,0.0689305347326338,2.9,pt0p07_sl0p04_slip0p0005_tc0p0005_delay2_ps150000_mp3,150000.0,3,0.07,0.04,0.0005,0.0005,2
1000000.0,1060035.5264242005,0.060035526424200514,0.006037081177986625,0.3995888904029131,-0.014311851797686792,10,0.7,0.0396027343471123,0.0689305347326338,2.9,pt0p07_sl0p04_slip0p0005_tc0p001_delay2_ps150000_mp3,150000.0,3,0.07,0.04,0.0005,0.001,2
1000000.0,1058610.2584160878,0.05861025841608791,0.005897352730587446,0.39218566755896517,-0.015632777273826393,10,0.7,0.037604733347612065,0.0689305347326338,2.9,pt0p07_sl0p05_slip0p0005_tc0p0005_delay2_ps150000_mp3,150000.0,3,0.07,0.05,0.0005,0.0005,2
1000000.0,1058479.7277363,0.05847972773630006,0.005884547513653526,0.393368073367853,-0.014397446182880191,10,0.7,0.0375256044504672,0.06679480778831756,2.9,pt0p07_sl0p04_slip0p0015_tc0p0005_delay2_ps150000_mp3,150000.0,3,0.07,0.04,0.0015,0.0005,2
1000000.0,1057055.9510071755,0.05705595100717553,0.005744781260986542,0.3858066728244937,-0.015719418890967063,10,0.7,0.037604733347612065,0.0689305347326338,2.9,pt0p07_sl0p05_slip0p0005_tc0p001_delay2_ps150000_mp3,150000.0,3,0.07,0.05,0.0005,0.001,2
1000000.0,1056923.8840726,0.05692388407259985,0.005731808243559122,0.3869848844597011,-0.014483202910588244,10,0.7,0.0375256044504672,0.06679480778831756,2.9,pt0p07_sl0p04_slip0p0015_tc0p001_delay2_ps150000_mp3,150000.0,3,0.07,0.04,0.0015,0.001,2
1000000.0,1055501.6435982625,0.055501643598262485,0.005592008476057009,0.37926322714545224,-0.015806289838470322,10,0.7,0.03553159546394698,0.06679480778831756,2.9,pt0p07_sl0p05_slip0p0015_tc0p0005_delay2_ps150000_mp3,150000.0,3,0.07,0.05,0.0015,0.0005,2
1000000.0,1055124.016052675,0.05512401605267492,0.005554861026177971,0.3444833231968881,-0.010402398032841487,12,0.8333333333333334,0.03616126642679473,0.04895052473763125,2.9166666666666665,pt0p05_sl0p05_slip0p0005_tc0p0005_delay1_ps150000_mp3,150000.0,3,0.05,0.05,0.0005,0.0005,1
1000000.0,1053947.2897215248,0.05394728972152474,0.005439029236748327,0.3725504824944106,-0.015893327567354953,10,0.7,0.03553159546394698,0.06679480778831756,2.9,pt0p07_sl0p05_slip0p0015_tc0p001_delay2_ps150000_mp3,150000.0,3,0.07,0.05,0.0015,0.001,2
1000000.0,1053498.25033369,0.053498250333690045,0.005394797190926726,0.31018461618175974,-0.021924215803483582,7,0.7142857142857143,0.048032763559554756,0.08891054472763636,4.142857142857143,pt0p09_sl0p04_slip0p0005_tc0p0005_delay2_ps150000_mp3,150000.0,3,0.09,0.04,0.0005,0.0005,2
1000000.0,1053131.8774553505,0.05313187745535042,0.005358695576544781,0.33425516637156844,-0.010703810873417985,12,0.8333333333333334,0.03616126642679473,0.04895052473763125,2.9166666666666665,pt0p05_sl0p05_slip0p0005_tc0p001_delay1_ps150000_mp3,150000.0,3,0.05,0.05,0.0005,0.001,1
