code,company,recommendation_date,entry_date,exit_date,entry_price,exit_price,quantity,gross_profit,net_profit,return_pct,holding_days,status,notes,fees
45060,住友ファーマ,2025-10-01,2025-10-02,2025-10-06,1793.792,1915.52256,111,13512.092160000022,13100.358243840023,0.06786213786213798,4,hit_target,,411.73391616000004
