number,value,state,param_learning_rate,param_max_depth,param_num_leaves,param_min_child_samples,param_subsample,param_colsample_bytree,param_n_estimators,param_reg_alpha,param_reg_lambda
25,0.42440545808966856,TrialState.COMPLETE,0.010847170450374555,4,34,60,0.9068201506582872,0.7233638117526882,282,0.3841993033841265,0.24087397458940146
26,0.4260850294909822,TrialState.COMPLETE,0.013033133071772141,5,119,32,0.9509151366966102,0.7640333734457954,325,0.4709620988579936,0.41426586103190377
27,0.3876940697378468,TrialState.COMPLETE,0.02030012810010366,5,74,32,0.861572427795319,0.7787744479083006,495,0.41574953537073633,0.4300290882484056
28,0.413781490593749,TrialState.COMPLETE,0.01594496664292448,6,102,35,0.9021548081486694,0.7526415920951612,319,0.45818979714846303,0.45213691137106904
29,0.40103903454688794,TrialState.COMPLETE,0.012332644723060518,7,119,32,0.9538282232320867,0.812465707301318,428,0.46813291609889496,0.3686264257672302
30,0.42566502919640375,TrialState.COMPLETE,0.0136765426181054,4,16,42,0.9452442908645176,0.7927873066325325,235,0.3622879267033112,0.3872036466178907
31,0.4230608291359938,TrialState.COMPLETE,0.013497719987090246,4,26,42,0.9306881513072774,0.789238034252918,235,0.4662068868242055,0.3963939180804865
32,0.41827583184832456,TrialState.COMPLETE,0.010208167960951591,4,16,46,0.9715488693987573,0.7596303913660272,175,0.4160277303246741,0.43613341599115635
33,0.4192892146769345,TrialState.COMPLETE,0.016161777509707414,5,25,35,0.9378743348097445,0.7508772924003443,211,0.49769721850807186,0.33934083295248746
34,0.424870709185507,TrialState.COMPLETE,0.01333594829744038,4,54,29,0.917446074461893,0.8087596801851065,284,0.36038927607675386,0.3065993592018452
35,0.42515321837985454,TrialState.COMPLETE,0.011187973772690504,5,35,39,0.9725284311706415,0.7308410802612878,260,0.305720606237364,0.37344272375030674
36,0.4247885280924564,TrialState.COMPLETE,0.017042853641653814,4,41,49,0.8930303130028406,0.8325226511268673,195,0.4584717306995489,0.3379478603686231
37,0.42503406102468244,TrialState.COMPLETE,0.012482388584746084,8,23,20,0.7934262935577605,0.708179603539357,248,0.3941849702134095,0.4657345527467577
38,0.42513857419501533,TrialState.COMPLETE,0.011502561540097605,4,48,43,0.9981135260246659,0.7410382125533631,340,0.445063183327027,0.38778597591182484
39,0.41476434258230244,TrialState.COMPLETE,0.014170991352449114,5,60,29,0.9768990613489321,0.7914036172436306,362,0.47114579665567535,0.4189191405571119
40,0.4171485408904699,TrialState.COMPLETE,0.0158619230404335,9,83,35,0.9490810212965182,0.7680712631963876,221,0.41561563080329156,0.2801772300129981
41,0.423153849788179,TrialState.COMPLETE,0.011465931562730625,5,29,40,0.975042002860261,0.7246140270728076,263,0.27793667714659204,0.36337890661521577
42,0.42659567058022274,TrialState.COMPLETE,0.011685196665229772,4,33,39,0.9623958835077356,0.7373897838991595,314,0.3341705486139093,0.36785917879202584
43,0.4236865483222418,TrialState.COMPLETE,0.012847876874515694,4,19,52,0.9232146155386972,0.6971902578874972,310,0.3765594787173242,0.4036495675828469
44,0.4258405777822988,TrialState.COMPLETE,0.011438360091926855,4,30,48,0.9532434168025948,0.742934231366066,292,0.34271242423105813,0.34565855553171165
45,0.42450347351200124,TrialState.COMPLETE,0.014862545836558614,4,118,45,0.9565920348192858,0.7443762980062223,287,0.3603261953905587,0.34974894238761817
46,0.4221206377522578,TrialState.COMPLETE,0.011712213403011726,5,32,41,0.9868800777304361,0.7741556358736433,336,0.34170093101970556,0.32985522370138387
47,0.4230613007522461,TrialState.COMPLETE,0.013495241933494202,4,45,37,0.8858895175959468,0.8129033531308192,298,0.32244436390839265,0.2878582566231155
48,0.41039143408811657,TrialState.COMPLETE,0.01870883416720756,4,108,45,0.9610678878710928,0.756545100719766,379,0.2566388210279534,0.3527820242736815
49,0.425023830654439,TrialState.COMPLETE,0.020581114409152054,5,40,30,0.9823736534139172,0.7733730320255566,172,0.4031785195740155,0.3167809356047912
