selected_count,valid_count,precision,avg_return,avg_net_return,median_return,hit_count,fallback_count,days_with_signals,threshold_up,threshold_down,threshold_risk,weight_up,weight_down,weight_risk,coverage_rate,total_days,weighted_score
95,94,0.3404255319148936,0.0038745101321048967,0.0018745101321048954,-0.00030674846625766694,32,47,60,0.18,0.5,0.45,1.0,0.5,0.4,1.0,60,0.37077511899707827
93,92,0.33695652173913043,0.0043847025520247895,0.002384702552024788,-0.00030674846625766694,31,52,60,0.18,0.5,0.4,1.0,0.5,0.4,1.0,60,0.3691936716351727
83,82,0.3170731707317073,0.007138321599991463,0.005138321599991462,-0.00030674846625766694,26,56,60,0.18,0.5,0.35,1.0,0.5,0.4,1.0,60,0.3600780818458511
81,80,0.3125,0.0027007824468795794,0.0007007824468795779,-0.0006885732480246265,25,58,60,0.18,0.48,0.45,1.0,0.5,0.4,1.0,60,0.35646023473406385
76,75,0.30666666666666664,0.002960987486341337,0.0009609874863413363,0.0,23,60,60,0.19,0.5,0.45,1.0,0.5,0.4,1.0,60,0.3536216295792357
80,79,0.3037974683544304,0.002063261226853863,6.326122685386192e-05,-0.0011940298507462366,24,58,60,0.18,0.48,0.4,1.0,0.5,0.4,1.0,60,0.3519177125452714
68,67,0.29850746268656714,0.0035896096285857565,0.0015896096285857554,0.0,20,60,60,0.2,0.5,0.45,1.0,0.5,0.4,1.0,60,0.3497306142318593
75,74,0.2972972972972973,0.002764354114717553,0.0007643541147175518,-0.0005970149253731183,22,60,60,0.19,0.5,0.4,1.0,0.5,0.4,1.0,60,0.34887795488306395
67,66,0.2878787878787879,0.0033786664867991563,0.0013786664867991554,-0.0005970149253731183,19,60,60,0.2,0.5,0.4,1.0,0.5,0.4,1.0,60,0.3443529938854337
67,66,0.2878787878787879,0.00252973080125613,0.0005297308012561293,-0.0005970149253731183,19,60,60,0.19,0.48,0.4,1.0,0.5,0.4,1.0,60,0.3440983131797708
67,66,0.2878787878787879,0.00252973080125613,0.0005297308012561293,-0.0005970149253731183,19,60,60,0.19,0.48,0.45,1.0,0.5,0.4,1.0,60,0.3440983131797708
69,68,0.27941176470588236,0.003468259406163472,0.0014682594061634709,-0.002107588943499994,19,60,60,0.19,0.5,0.35,1.0,0.5,0.4,1.0,60,0.3401463601747902
74,73,0.273972602739726,0.0032023371201433553,0.0012023371201433542,-0.0011940298507462366,20,59,60,0.18,0.48,0.35,1.0,0.5,0.4,1.0,60,0.337347002505906
63,62,0.27419354838709675,0.0023908681662265516,0.00039086816622655097,-0.002107588943499994,17,60,60,0.2,0.48,0.4,1.0,0.5,0.4,1.0,60,0.33721403464341637
63,62,0.27419354838709675,0.0023908681662265516,0.00039086816622655097,-0.002107588943499994,17,60,60,0.2,0.48,0.45,1.0,0.5,0.4,1.0,60,0.33721403464341637
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.18,0.45,0.35,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.18,0.45,0.4,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.18,0.45,0.45,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.19,0.45,0.35,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.19,0.45,0.4,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.19,0.45,0.45,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.2,0.45,0.35,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.2,0.45,0.4,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.2,0.45,0.45,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.21,0.45,0.35,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.21,0.45,0.4,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.21,0.45,0.45,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.21,0.48,0.35,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.21,0.48,0.4,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.21,0.48,0.45,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.21,0.5,0.35,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.21,0.5,0.4,1.0,0.5,0.4,1.0,60,0.3357375764010838
60,59,0.2711864406779661,0.002481186873669161,0.00048118687366916055,-0.0011940298507462366,16,60,60,0.21,0.5,0.45,1.0,0.5,0.4,1.0,60,0.3357375764010838
64,63,0.2698412698412698,0.002801821612480316,0.0008018216124803149,-0.0030211480362537513,17,60,60,0.2,0.5,0.35,1.0,0.5,0.4,1.0,60,0.335161181404379
65,64,0.265625,0.0019479000882599434,-5.209991174005726e-05,-0.002107588943499994,17,60,60,0.19,0.48,0.35,1.0,0.5,0.4,1.0,60,0.33279687002647795
62,61,0.26229508196721313,0.0019464209034019877,-5.3579096598012924e-05,-0.0030211480362537513,16,60,60,0.2,0.48,0.35,1.0,0.5,0.4,1.0,60,0.33113146725462717
