label_column,count,positive_rate,mean_prob,brier_score,ece,max_gap
down_target_1pct,228.0,0.0,0.23198794153796057,0.05425431582440136,0.23198794153796054,0.32234672541149173
down_target_1_5pct,228.0,0.0,0.23198794153796057,0.05425431582440136,0.23198794153796054,0.32234672541149173
down_target_2pct,228.0,0.0,0.23198794153796057,0.05425431582440136,0.23198794153796054,0.32234672541149173
down_target_1pct_2d,228.0,0.0,0.23198794153796057,0.05425431582440136,0.23198794153796054,0.32234672541149173
