selected_count,valid_count,precision,avg_return,avg_net_return,median_return,hit_count,fallback_count,days_with_signals,threshold_up,threshold_down,threshold_risk,weight_up,weight_down,weight_risk,coverage_rate,total_days,fallback_min_passed_ratio,weighted_score
126,125,0.208,0.0004669025714671058,-0.0015330974285328951,-0.0006134969325153339,26,120,120,0.2,0.48,0.35,1.0,0.5,0.4,1.0,120,0.5,0.30354007077144013
155,154,0.2077922077922078,5.833635505987626e-05,-0.001941663644940125,-0.0005345388990594668,32,116,120,0.18,0.48,0.4,1.0,0.5,0.4,1.0,120,0.4,0.3033136048026219
155,154,0.2077922077922078,5.833635505987626e-05,-0.001941663644940125,-0.0005345388990594668,32,116,120,0.18,0.48,0.4,1.0,0.5,0.4,1.0,120,0.45,0.3033136048026219
155,154,0.2077922077922078,5.833635505987626e-05,-0.001941663644940125,-0.0005345388990594668,32,116,120,0.18,0.48,0.4,1.0,0.5,0.4,1.0,120,0.5,0.3033136048026219
139,137,0.20437956204379562,0.0010002993031992533,-0.0009997006968007472,0.0,28,120,120,0.19,0.5,0.35,1.0,0.5,0.4,1.0,120,0.4,0.30188987081285756
139,137,0.20437956204379562,0.0010002993031992533,-0.0009997006968007472,0.0,28,120,120,0.19,0.5,0.35,1.0,0.5,0.4,1.0,120,0.45,0.30188987081285756
139,137,0.20437956204379562,0.0010002993031992533,-0.0009997006968007472,0.0,28,120,120,0.19,0.5,0.35,1.0,0.5,0.4,1.0,120,0.5,0.30188987081285756
132,131,0.1984732824427481,0.0005270096094877756,-0.001472990390512225,0.0,26,120,120,0.19,0.48,0.35,1.0,0.5,0.4,1.0,120,0.4,0.29879474410422036
132,131,0.1984732824427481,0.0005270096094877756,-0.001472990390512225,0.0,26,120,120,0.19,0.48,0.35,1.0,0.5,0.4,1.0,120,0.45,0.29879474410422036
132,131,0.1984732824427481,0.0005270096094877756,-0.001472990390512225,0.0,26,120,120,0.19,0.48,0.35,1.0,0.5,0.4,1.0,120,0.5,0.29879474410422036
149,148,0.1891891891891892,0.0005135945507709777,-0.001486405449229023,-0.0005345388990594668,28,117,120,0.18,0.48,0.35,1.0,0.5,0.4,1.0,120,0.4,0.2941486729598259
149,148,0.1891891891891892,0.0005135945507709777,-0.001486405449229023,-0.0005345388990594668,28,117,120,0.18,0.48,0.35,1.0,0.5,0.4,1.0,120,0.45,0.2941486729598259
149,148,0.1891891891891892,0.0005135945507709777,-0.001486405449229023,-0.0005345388990594668,28,117,120,0.18,0.48,0.35,1.0,0.5,0.4,1.0,120,0.5,0.2941486729598259
