code,company,recommendation_date,entry_date,exit_date,entry_price,exit_price,quantity,gross_profit,net_profit,return_pct,holding_days,status,notes,fees
45190,中外製薬,2025-10-01,2025-10-01,2025-10-06,6507.2519999999995,7085.815320000001,23,13306.956360000026,13150.636085820024,0.08891054472763636,5,hit_target,,156.32027418
