analysis_date,selected_count,valid_count,hit_count,precision,avg_return,coverage,fallback_count,passed_all_count,fallback_ratio,passed_all_ratio
2025-05-01,1,1,0,0.0,0.008678237650200149,1.0,1,0,1.0,0.0
2025-05-02,1,1,0,0.0,0.006618133686300487,1.0,1,0,1.0,0.0
2025-05-07,1,1,0,0.0,-0.02103879026955946,1.0,1,0,1.0,0.0
2025-05-08,1,1,1,1.0,0.016704288939051848,1.0,1,0,1.0,0.0
2025-05-09,2,2,1,0.5,0.0017759102153381279,1.0,1,1,0.5,0.5
2025-05-12,1,1,0,0.0,-0.013970256872465,1.0,1,0,,
2025-05-13,1,1,0,0.0,0.0026195153896528,1.0,1,0,,
2025-05-14,1,1,0,0.0,-0.0059660394676457,1.0,1,0,,
2025-05-15,2,2,0,0.0,0.0083075335397316,1.0,1,1,,
2025-05-16,1,1,0,0.0,0.0006485084306098177,1.0,1,0,1.0,0.0
2025-05-19,2,2,0,0.0,-0.0077451531593416,1.0,1,1,,
2025-05-20,1,1,0,0.0,-0.003265839320705455,1.0,1,0,1.0,0.0
2025-05-21,2,2,0,0.0,-0.0076534512887723,1.0,1,1,,
2025-05-22,1,1,0,0.0,-0.0006626905235255,1.0,1,0,,
2025-05-23,2,2,1,0.5,0.011486270753512051,1.0,1,1,0.5,0.5
2025-05-26,1,1,0,0.0,-0.004602235371466,1.0,1,0,,
2025-05-27,1,1,1,1.0,0.0237780713342139,1.0,1,0,,
2025-05-28,1,1,0,0.0,0.0013471037269869,1.0,1,0,,
2025-05-29,1,1,0,0.0,-0.0071748878923766,1.0,1,0,,
2025-05-30,1,1,0,0.0,-0.021197007481296826,1.0,1,0,1.0,0.0
